,State,mean_pct_read_seng15,Sanitation,Electricity,avg_unemploy_state,avg_houshold_size,year,month,day,is_holiday,is_weekday
3759,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,09,07,0,1
1359,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,05,07,0,1
2820,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2015,10,22,0,1
1476,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2013,10,24,0,1
192,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2007,05,25,0,1
4691,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2019,03,09,0,0
5396,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,08,18,0,1
3276,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2016,09,20,0,1
4999,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2019,10,07,0,1
2405,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,02,19,0,1
5055,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,12,22,0,0
1874,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,06,21,0,0
5298,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,05,20,0,1
1338,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2013,04,19,0,1
2865,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2015,12,13,0,0
5678,Cross River,67.2,74.61053133,63.22547197,19.07142857,4.46,2021,03,03,0,1
3917,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2018,01,01,1,1
2803,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2015,10,07,0,1
5246,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2020,04,20,0,1
1293,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2013,03,17,0,0
5283,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,05,20,0,1
4511,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2018,12,06,0,1
5014,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,11,03,0,0
5095,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,01,14,0,1
2662,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,11,0,0
1907,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,07,04,0,1
4958,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,09,04,0,1
4152,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2018,04,17,0,1
368,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2010,10,01,1,1
1937,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,07,18,0,1
2840,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2015,11,18,0,1
1151,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,12,02,0,0
4155,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2018,04,18,0,1
3501,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2017,03,05,0,0
4320,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,07,09,0,1
4180,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,04,24,0,1
2741,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2015,08,25,0,1
4154,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,04,17,0,1
1872,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2014,06,20,0,1
5900,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,05,27,0,1
191,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2007,05,22,0,1
4127,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,04,11,0,1
108,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2004,01,08,0,1
174,Kwara,46.6,77.88345218,27.79501677,8.028571429,4.28,2007,03,25,0,0
3167,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,07,01,0,1
3892,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2017,12,08,0,1
3832,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2017,11,03,0,1
1598,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,02,18,0,1
1360,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,05,07,0,1
2291,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2015,01,11,0,0
4041,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,03,05,0,1
5217,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2020,03,24,0,1
5838,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2021,05,02,0,0
3090,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,05,26,0,1
5489,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,11,11,0,1
1164,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,12,10,0,1
3882,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,11,30,1,1
5313,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,06,01,0,1
1661,Katsina,16.7,72.25455046,68.10233593,19.45714286,5.92,2014,03,15,0,0
508,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,09,21,0,1
166,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2007,02,09,0,1
4998,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2019,10,05,0,0
4110,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2018,04,03,0,1
2252,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2015,01,02,0,1
4649,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2019,02,19,0,1
103,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2003,05,24,0,0
2410,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,02,19,0,1
3197,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2016,07,10,0,0
3592,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2017,05,17,0,1
1752,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,05,05,0,1
5352,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2020,07,09,0,1
2707,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,28,0,1
1658,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,03,14,0,1
152,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2006,12,10,0,0
2584,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,05,24,0,0
1583,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,02,10,0,1
4766,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2019,04,29,0,1
4370,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2018,08,29,0,1
4050,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,03,07,0,1
3127,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,06,11,0,0
2644,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2015,07,05,0,0
1822,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2014,05,29,1,1
4626,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2019,02,09,0,0
4173,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2018,04,22,0,0
309,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2009,05,13,0,1
4750,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2019,04,13,0,0
3867,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2017,11,19,0,0
5899,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2021,05,25,0,1
495,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2011,08,26,0,1
205,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,2007,07,12,0,1
1434,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2013,08,30,0,1
1135,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,11,18,0,0
868,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,05,30,0,1
305,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2009,02,26,0,1
1849,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2014,06,08,0,0
4602,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,02,02,0,0
1988,Osun,59.1,74.84921217,21.52050436,8.528571429,3.84,2014,08,08,0,1
4919,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,08,10,0,0
1534,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2013,12,23,0,1
843,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,05,08,0,1
1987,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,08,08,0,1
4307,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,07,04,0,1
3839,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2017,11,05,0,0
2534,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,04,22,0,1
3203,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,07,12,0,1
1538,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2014,01,05,0,0
211,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2007,10,31,0,1
1957,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2014,07,27,0,0
3898,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,12,13,0,1
2579,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,05,22,0,1
2705,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,27,0,1
1349,Jigawa,17.3,67.1861887,73.35992455,19.17142857,6.36,2013,04,28,0,0
3697,Ogun,61.4,68.77717972,21.51919305,7.485714286,3.3,2017,07,26,0,1
4586,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2019,01,20,0,0
680,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,02,09,0,1
180,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2007,04,14,0,0
3755,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2017,09,05,0,1
5980,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2021,06,17,0,1
3288,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2016,09,26,0,1
278,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2008,10,16,0,1
289,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2008,12,01,0,1
4500,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,12,02,0,0
993,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,08,20,1,1
3520,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2017,03,22,0,1
3082,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2016,05,22,0,0
4745,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2019,04,09,0,1
5292,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,05,20,0,1
270,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2008,08,21,0,1
2759,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,09,11,0,1
5673,Ogun,61.4,68.77717972,21.51919305,7.485714286,3.3,2021,03,01,0,1
2859,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,12,10,0,1
5959,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,06,13,0,0
111,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2004,04,22,0,1
1391,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,06,19,0,1
220,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2008,01,01,1,1
3227,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,07,25,0,1
83,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2000,04,07,0,1
3488,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,02,19,0,0
461,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2011,05,29,1,0
5269,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,05,12,0,1
551,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,11,16,0,1
5038,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,11,28,0,1
3661,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2017,07,02,0,0
2763,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2015,09,14,0,1
2876,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,12,24,0,1
2603,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,06,06,0,0
650,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,01,23,0,1
708,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,02,22,0,1
3774,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2017,09,15,0,1
2407,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,02,19,0,1
2339,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2015,02,01,0,0
1424,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2013,08,18,0,0
1216,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,01,21,0,1
4575,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,01,07,0,1
1924,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,07,11,0,1
2732,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,08,11,0,1
4747,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2019,04,10,0,1
314,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2009,06,17,0,1
5529,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,12,20,0,0
1427,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2013,08,19,0,1
2647,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2015,07,05,0,0
5337,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2020,06,21,0,0
2828,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,10,27,0,1
4634,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2019,02,12,0,1
4628,Imo,76.8,41.88608527,24.77383316,21.7,4.38,2019,02,10,0,0
3285,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,09,26,0,1
5997,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,06,30,0,1
2523,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2015,04,18,0,0
684,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,02,10,0,1
4393,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,09,15,0,0
4997,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,10,05,0,0
2718,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,08,02,0,0
2263,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2015,01,07,0,1
326,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2009,07,27,0,1
5011,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,11,01,0,1
5648,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,02,14,0,0
5183,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,02,29,0,0
2329,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,01,25,0,0
4048,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,03,06,0,1
5367,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,07,19,0,0
3783,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2017,09,22,0,1
348,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2010,04,09,0,1
1626,Osun,59.1,74.84921217,21.52050436,8.528571429,3.84,2014,03,04,0,1
5417,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,09,06,0,0
871,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2012,06,03,0,0
2960,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2016,03,05,0,0
2337,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,01,30,0,1
4702,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2019,03,11,0,1
2121,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2014,10,19,0,0
2399,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,02,17,0,1
85,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2000,06,18,0,0
5508,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2020,11,28,0,0
1877,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,06,21,0,0
4734,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2019,03,27,0,1
4083,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2018,03,17,0,0
2373,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,02,09,0,1
494,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,08,23,0,1
5565,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,02,26,0,1
3107,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2016,05,31,0,1
3295,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,10,02,0,0
1270,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2013,03,01,0,1
2851,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2015,12,02,0,1
5195,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2020,03,04,0,1
4952,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,08,31,0,0
618,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,01,18,0,1
5128,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2020,01,27,0,1
2627,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2015,06,29,0,1
2618,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2015,06,18,0,1
2549,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2015,04,29,0,1
2227,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2014,12,12,0,1
4826,Osun,59.1,74.84921217,21.52050436,8.528571429,3.84,2019,06,02,0,0
1413,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2013,07,29,0,1
2201,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,11,27,0,1
3226,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2016,07,24,0,0
4476,Kwara,46.6,77.88345218,27.79501677,8.028571429,4.28,2018,11,15,0,1
869,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,06,01,0,1
2006,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,08,24,0,0
4922,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2019,08,14,0,1
356,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2010,06,02,0,1
1162,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,12,10,0,1
4553,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,12,25,1,1
2404,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,02,19,0,1
5913,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2021,05,29,0,0
1890,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2014,06,27,0,1
579,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,01,03,0,1
2550,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2015,04,30,0,1
1691,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2014,04,02,0,1
862,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,05,27,0,0
4003,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,02,01,0,1
3707,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,08,04,0,1
4222,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,05,17,0,1
4644,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,02,16,0,0
1116,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2012,11,01,0,1
1541,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2014,01,07,0,1
5965,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,06,15,0,1
4614,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2019,02,04,0,1
5516,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,12,12,0,0
3154,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,06,27,0,1
5296,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,05,20,0,1
5665,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2021,02,17,0,1
5902,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,05,27,0,1
4088,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2018,03,19,0,1
5721,Anambra,80.0,43.35963428,26.72869563,11.41428571,4.5,2021,03,31,0,1
5949,Kwara,46.6,77.88345218,27.79501677,8.028571429,4.28,2021,06,09,0,1
5752,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,04,10,0,0
2052,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,09,10,0,1
1776,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,05,14,0,1
3846,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,11,10,0,1
4301,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2018,06,30,0,0
1592,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,02,15,0,0
1723,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2014,04,17,0,1
4692,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2019,03,09,0,0
4039,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,03,05,0,1
490,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,08,08,0,1
5040,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,12,04,0,1
1006,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,09,02,0,0
5898,Imo,76.8,41.88608527,24.77383316,21.7,4.38,2021,05,25,0,1
3464,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2017,01,25,0,1
1417,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2013,08,08,1,1
25,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,1994,09,02,0,1
1113,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,10,30,0,1
3049,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,04,27,0,1
1552,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,01,20,0,1
5121,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2020,01,25,0,0
4481,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,11,17,0,0
433,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,03,13,0,0
5829,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,04,30,0,1
4832,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,06,12,1,1
4013,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2018,02,09,0,1
5706,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2021,03,24,0,1
3096,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2016,05,29,1,0
5230,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,04,07,0,1
5434,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,09,20,0,0
3018,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2016,03,31,0,1
5766,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,04,13,0,1
1102,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,10,24,0,1
3026,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,04,08,0,1
4450,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,10,31,0,1
4161,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,04,21,0,0
194,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2007,06,02,0,0
615,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,01,17,0,1
643,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2012,01,22,0,0
4308,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,07,04,0,1
2436,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,03,08,0,0
5824,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2021,04,29,0,1
330,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2009,07,27,0,1
5781,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2021,04,20,0,1
5619,Imo,76.8,41.88608527,24.77383316,21.7,4.38,2021,01,24,0,0
4529,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,12,16,0,0
5681,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,03,06,0,0
483,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2011,07,10,0,0
4040,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,03,04,0,0
5101,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2020,01,16,0,1
2059,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,09,17,0,1
3904,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2017,12,24,0,0
32,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,1996,02,02,0,1
664,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,01,30,0,1
5233,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2020,04,08,0,1
3483,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,02,15,0,1
1444,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,09,17,0,1
3571,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,05,03,0,1
4288,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,06,24,0,0
5850,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2021,05,07,0,1
1705,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,04,10,0,1
2389,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2015,02,13,0,1
4032,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,02,26,0,1
3544,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,04,08,0,0
2277,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,07,0,1
1401,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2013,07,08,0,1
3341,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,11,07,0,1
170,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2007,02,23,0,1
